Review
"Sohel Rana
d
n
p
S
s
o
o
t
e
r
0
t
t
c
9
7
7
5
3
3
u
l
0
0
0
1
7
1
8
g
h
4
1
u
1
5
1
i
5
m
0
0
0
8
2
9
1
3
0
i
0
6
4
6
2
7
2
7
h
g
  ·
Alhamdulillah 10 Minute School theka 2 ta banan common paisi
All reactions:
35
35
9 comments
Like
Comment
Share

Write a comment…
Jannatul Ferdaus
আমি বাংলা ১ম পত্র তে ওদের বিশ্বাস কইরা ঠইকা গেছিলাম
তারপর থেকা আর সাহস হয়না
Like
Reply
17h
Author
Sohel Rana
Jannatul Ferdaus ami o same but tao kono rokom dheika gasilam r ki
সরস্বতী আর ইতিমধ্যে dheki common paiya gasi
Like
Reply
17h
View more replies
View more comments"
"Jannatul Ferdaus
আমি বাংলা ১ম পত্র তে ওদের বিশ্বাস কইরা ঠইকা গেছিলাম
তারপর থেকা আর সাহস হয়না
Like
Reply
17h"
"Author
Sohel Rana
Jannatul Ferdaus ami o same but tao kono rokom dheika gasilam r ki
সরস্বতী আর ইতিমধ্যে dheki common paiya gasi
Like
Reply
17h"
"Artik Sarker
  ·
10 Minute School বাদে সবার সাজেশন ফলো করুন, কমন পাবেন।
ধন্যবাদ।
All reactions:
32
32
Like
Comment
Share

Write a comment…"
"Jabed Hossen Ontor
  ·
মেসির ট্রফির মতো বাংলা ২ পত্রের ট্রফিটা জিতে গেলাম 
thanks 10 Minute School 
0:00 / 0:48
All reactions:
49
49
5 comments
46 shares
Like
Comment
Share

Write a comment…
Fariha Tasrin Tanisa
একটাতে এতো নাচিও না
Like
Reply
7h
View more comments"
"Fariha Tasrin Tanisa
একটাতে এতো নাচিও না
Like
Reply
7h"
"Bristy Biswas
  ·
মা কালীর অশেষ কৃপা! 
প্রতি বছর এর ন্যায় এ বছর ও বাংলা প্রথম পএ এর মতো বাংলা দ্বিতীয় পএতে 10 Minute School  এর দেওয়া সাজেশন থেকে ০০০% কমন এসেছে! 
All reactions:
34
34
24 comments
1 share
Like
Comment
Share

Write a comment…
Author
Bristy Biswas
শুধু এই নামি প্লাটফরম নাহ! শাদিন নাই, দিল দার ভাই,,কচুর ভাই ঘেচুর ভাই কারো থেকে কিছু আসেনি!
তাও তারা নির্লজ্জ এর মতো ভিডিও এর শুরুতেই বলবে কি?? বলছিলাম না আসবে?? মানে লজ্জাও করে নাহ।
6
Like
Reply
1d
Author
Bristy Biswas
Anik Das কই??
Like
Reply
1d
View more replies
View more comments"
"Author
Bristy Biswas
শুধু এই নামি প্লাটফরম নাহ! শাদিন নাই, দিল দার ভাই,,কচুর ভাই ঘেচুর ভাই কারো থেকে কিছু আসেনি!
তাও তারা নির্লজ্জ এর মতো ভিডিও এর শুরুতেই বলবে কি?? বলছিলাম না আসবে?? মানে লজ্জাও করে নাহ।
6
Like
Reply
1d"
"Author
Bristy Biswas
Anik Das কই??
Like
Reply
1d"
"Shanto
  ·
10 Minute School the platform who guarantees most common suggestion!
All reactions:
42
42
1 comment
Like
Comment
Share

Write a comment…
Ahmed Taizul
Hae re
Like
Reply
3h"
"Ahmed Taizul
Hae re
Like
Reply
3h"
"Mission Hsc
  ·
HSC'23 Bangla 2nd Paper Suggestion
Join: HSC Discussion Group 
Credit : 10 Minute School
+8
All reactions:
71
71
26 comments
29 shares
Like
Comment
Share

Write a comment…
Top fan
Mst Nisha
Egulo porle koto ta common asbe?
Like
Reply
3d
Author
Mission Hsc
Mst Nisha
10 Minute School স্কুল রে জিজ্ঞেস করেন। ওনাদের থেকে কালেক্ট করা
Like
Reply
3d
View more replies
View more comments"
"Top fan
Mst Nisha
Egulo porle koto ta common asbe?
Like
Reply
3d"
"Author
Mission Hsc
Mst Nisha
10 Minute School স্কুল রে জিজ্ঞেস করেন। ওনাদের থেকে কালেক্ট করা
Like
Reply
3d"
"Ibti Da Kawsar
  ·
10 Minute School  কিরে নটির পো কই তোগো বিলাসী? 
All reactions:
960
960
238 comments
510 shares
Like
Comment
Share
View more comments
Sa Yem
10 Minute School kire
Like
Reply
1d

Write a comment…"
"Sa Yem
10 Minute School kire
Like
Reply
1d"
"Namira Armin
  ·
10 Minute School apnader suggestion purai scam.
All reactions:
123
123
17 comments
9 shares
Like
Comment
Share

Write a comment…
Farhan Khan Himel
10 minute school er suggestion dekhe hall e gesilam alhamdulillah shob uncommon ashlo
Like
Reply
3d
Author
Namira Armin
Farhan Khan Himel oder Marte parle shanti lagto.
Like
Reply
3d
View more comments"
"Farhan Khan Himel
10 minute school er suggestion dekhe hall e gesilam alhamdulillah shob uncommon ashlo
Like
Reply
3d"
"Author
Namira Armin
Farhan Khan Himel oder Marte parle shanti lagto.
Like
Reply
3d"
"Nafiul Oishik
  ·
I have become the Campus Ambassador of American International University-Bangladesh 
IDLC Finance Olympiad 3.0 in association with 10 Minute School 
I am very happy to work with this 10 minutes school project and get success.
All reactions:
62
62
43 comments
1 share
Like
Comment
Share
View more comments
KM Shakib
congratulations mama
Like
Reply
2d

Write a comment…"
"KM Shakib
congratulations mama
Like
Reply
2d"
"Ideal Sarcasm
  ·
শীর্ষস্থানীয় তালিকায় বরাবরের মতো আইডিয়াল স্কুল এন্ড কলেজ 
Source: 10 Minute School 
#আইডিয়ালস্কুল #idealsarcasm #idealcollege 
#… See more
All reactions:
216
216
12 comments
30 shares
Like
Comment
Share

Write a comment…
Author
Ideal Sarcasm
Our Insta : ideal_sarcasm https://instagram.com/ideal_sarcasm?utm_source=qr...
সব ব্রাঞ্চের সব ব্যাচকে নিয়ে facebook গ্রুপ খুলা হয়েছে,,… See more
Like
Reply
1w
Edited
View more comments"
"Author
Ideal Sarcasm
Our Insta : ideal_sarcasm https://instagram.com/ideal_sarcasm?utm_source=qr...
সব ব্রাঞ্চের সব ব্যাচকে নিয়ে facebook গ্রুপ খুলা হয়েছে,,… See more
Like
Reply
1w
Edited"
"Fardin Ihasan
  ·
Alhamdulillah 
 Dream fulfilled by Allah's infinite grace, now I have officially joined 10 Minute School.
0:00 / 0:36
All reactions:
341
341
55 comments
2 shares
Like
Comment
Share
View more comments
Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d

Write a comment…"
"Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d"
""
""
""
""
""
""
""
""
""
""
""
""
""
"Mission Hsc
  ·
HSC'23 Bangla 2nd Paper Suggestion
Join: HSC Discussion Group 
Credit : 10 Minute School
+8
All reactions:
71
71
26 comments
29 shares
Like
Comment
Share

Write a comment…
Top fan
Mst Nisha
Egulo porle koto ta common asbe?
Like
Reply
3d
Author
Mission Hsc
Mst Nisha
10 Minute School স্কুল রে জিজ্ঞেস করেন। ওনাদের থেকে কালেক্ট করা
Like
Reply
3d
View more replies
View more comments"
"Top fan
Mst Nisha
Egulo porle koto ta common asbe?
Like
Reply
3d"
"Author
Mission Hsc
Mst Nisha
10 Minute School স্কুল রে জিজ্ঞেস করেন। ওনাদের থেকে কালেক্ট করা
Like
Reply
3d"
"Ibti Da Kawsar
  ·
10 Minute School  কিরে নটির পো কই তোগো বিলাসী? 
All reactions:
960
960
238 comments
510 shares
Like
Comment
Share
View more comments
Sa Yem
10 Minute School kire
Like
Reply
1d

Write a comment…"
"Sa Yem
10 Minute School kire
Like
Reply
1d"
"Namira Armin
  ·
10 Minute School apnader suggestion purai scam.
All reactions:
123
123
17 comments
9 shares
Like
Comment
Share

Write a comment…
Farhan Khan Himel
10 minute school er suggestion dekhe hall e gesilam alhamdulillah shob uncommon ashlo
Like
Reply
3d
Author
Namira Armin
Farhan Khan Himel oder Marte parle shanti lagto.
Like
Reply
3d
View more comments"
"Farhan Khan Himel
10 minute school er suggestion dekhe hall e gesilam alhamdulillah shob uncommon ashlo
Like
Reply
3d"
"Author
Namira Armin
Farhan Khan Himel oder Marte parle shanti lagto.
Like
Reply
3d"
"Nafiul Oishik
  ·
I have become the Campus Ambassador of American International University-Bangladesh 
IDLC Finance Olympiad 3.0 in association with 10 Minute School 
I am very happy to work with this 10 minutes school project and get success.
All reactions:
62
62
43 comments
1 share
Like
Comment
Share
View more comments
KM Shakib
congratulations mama
Like
Reply
2d

Write a comment…"
"KM Shakib
congratulations mama
Like
Reply
2d"
"Ideal Sarcasm
  ·
শীর্ষস্থানীয় তালিকায় বরাবরের মতো আইডিয়াল স্কুল এন্ড কলেজ 
Source: 10 Minute School 
#আইডিয়ালস্কুল #idealsarcasm #idealcollege 
#… See more
All reactions:
216
216
12 comments
30 shares
Like
Comment
Share

Write a comment…
Author
Ideal Sarcasm
Our Insta : ideal_sarcasm https://instagram.com/ideal_sarcasm?utm_source=qr...
সব ব্রাঞ্চের সব ব্যাচকে নিয়ে facebook গ্রুপ খুলা হয়েছে,,… See more
Like
Reply
1w
Edited
View more comments"
"Author
Ideal Sarcasm
Our Insta : ideal_sarcasm https://instagram.com/ideal_sarcasm?utm_source=qr...
সব ব্রাঞ্চের সব ব্যাচকে নিয়ে facebook গ্রুপ খুলা হয়েছে,,… See more
Like
Reply
1w
Edited"
"Fardin Ihasan
  ·
Alhamdulillah 
 Dream fulfilled by Allah's infinite grace, now I have officially joined 10 Minute School.
0:00 / 0:36
All reactions:
341
341
55 comments
2 shares
Like
Comment
Share
View more comments
Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d

Write a comment…"
"Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d"
"Mahade Hasan
  ·
দীর্ঘ প্রায় আট মাস পর 10 Minute School এর স্টুডিওতে। আপনাদের জন্য মজার ও খুবই প্রয়োজনীয় কিছু কন্টেন্ট নিয়ে আসবো এবার ইন শা’আল্লাহ। 
যারা কোর্স করেছেন, সুন্দর মতামত প্রদান করেছেন, আপনাদের প্রতি এক রাজ্যের কৃতজ্ঞতা।
All reactions:
737
737
32 comments
4 shares
Like
Comment
Share

Write a comment…
Top fan
মোঃ আব্দুল্লাহ আল মামুন
  ·
Follow
thank you so much
Like
Reply
1w
View more comments"
"Top fan
মোঃ আব্দুল্লাহ আল মামুন
  ·
Follow
thank you so much
Like
Reply
1w"
"Subha Safayet Shizda
  ·
জানলাম, শিখলাম, অনুপ্রাণিত হলাম! হলো নতুন কাজের অভিজ্ঞতা 10 মিনিট স্কুলের সাথে অনন্য আয়োজনে। কৃতজ্ঞতা :
10 Minute School Ayman Sadiq  & Munzereen Shahid 
0:00 / 5:06
All reactions:
11K
11K
159 comments
170 shares
Like
Comment
Share

Write a comment…
Parvez Mahmud
আয়মান ভাই যেভাবে মুনজেরিনের দিকে তাকিয়ে রইলো
Like
Reply
13w
View more comments"
"Parvez Mahmud
আয়মান ভাই যেভাবে মুনজেরিনের দিকে তাকিয়ে রইলো
Like
Reply
13w"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"Fardin Ihasan
  ·
Alhamdulillah 
 Dream fulfilled by Allah's infinite grace, now I have officially joined 10 Minute School.
0:00 / 0:36
All reactions:
341
341
55 comments
2 shares
Like
Comment
Share
View more comments
Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d

Write a comment…"
"Nusrat Siddik
Congratulations bhaiya
Like
Reply
6d"
"Mahade Hasan
  ·
দীর্ঘ প্রায় আট মাস পর 10 Minute School এর স্টুডিওতে। আপনাদের জন্য মজার ও খুবই প্রয়োজনীয় কিছু কন্টেন্ট নিয়ে আসবো এবার ইন শা’আল্লাহ। 
যারা কোর্স করেছেন, সুন্দর মতামত প্রদান করেছেন, আপনাদের প্রতি এক রাজ্যের কৃতজ্ঞতা।
All reactions:
737
737
32 comments
4 shares
Like
Comment
Share

Write a comment…
Top fan
মোঃ আব্দুল্লাহ আল মামুন
  ·
Follow
thank you so much
Like
Reply
1w
View more comments"
"Top fan
মোঃ আব্দুল্লাহ আল মামুন
  ·
Follow
thank you so much
Like
Reply
1w"
"Subha Safayet Shizda
  ·
জানলাম, শিখলাম, অনুপ্রাণিত হলাম! হলো নতুন কাজের অভিজ্ঞতা 10 মিনিট স্কুলের সাথে অনন্য আয়োজনে। কৃতজ্ঞতা :
10 Minute School Ayman Sadiq  & Munzereen Shahid 
0:00 / 5:06
All reactions:
11K
11K
159 comments
170 shares
Like
Comment
Share

Write a comment…
Parvez Mahmud
আয়মান ভাই যেভাবে মুনজেরিনের দিকে তাকিয়ে রইলো
Like
Reply
13w
View more comments"
"Parvez Mahmud
আয়মান ভাই যেভাবে মুনজেরিনের দিকে তাকিয়ে রইলো
Like
Reply
13w"
"Israt Amin
  ·
It was a great pleasure to us
Thanks to team 10 Minute School
All reactions:
24K
Ashraful Alam Akif and 24K others
485 comments
44 shares
Like
Comment
Share

Write a comment…
Author
Israt Amin
বিভিন্ন সময় যারা সংবাদ উপস্থাপনায় যারা আগ্রহের কথা বলেছেন, তারা এই কোর্সটা করতে পারেন
https://10minuteschool.com/.../125/news-presentation-course/
10MINUTESCHOOL.COM
দক্ষ News Presenter হওয়ার উপায়
দক্ষ News Presenter হওয়ার উপায়
230
Like
Reply
19w
View all 22 replies
View more comments"
"Author
Israt Amin
বিভিন্ন সময় যারা সংবাদ উপস্থাপনায় যারা আগ্রহের কথা বলেছেন, তারা এই কোর্সটা করতে পারেন
https://10minuteschool.com/.../125/news-presentation-course/
10MINUTESCHOOL.COM
দক্ষ News Presenter হওয়ার উপায়
দক্ষ News Presenter হওয়ার উপায়
230
Like
Reply
19w"
"Pricila 
  ·
স্কুলের সেই দুষ্ট মেয়েটা আজ দেশ সেরা | বিজ্ঞানের ছাত্রী হয়ে স্থায়ী হলেন ইংরেজি বিভাগে | সর্বোচ্চ ডিগ্রী নিলেন oxford থেকে | বিদেশে স্থায়ী না হয়ে দেশে ফিরে কাজ করছেন দেশের মানুষের জন্য 10 Minute School
0:00 / 28:32
All reactions:
29K
29K
1.5K comments
886 shares
Like
Comment
Share

Write a comment…
A to Z stories
  ·
Follow
দুইজনের জন্য অফুরন্ত ভালোবাসা রইলো
8
Like
Reply
25w
Author
Pricila
A to Z stories Thank you
2
Like
Reply
25w
View more replies
View more comments"
"A to Z stories
  ·
Follow
দুইজনের জন্য অফুরন্ত ভালোবাসা রইলো
8
Like
Reply
25w"
"Author
Pricila
A to Z stories Thank you
2
Like
Reply
25w"
"Fardin Ihasan
  ·
Alhamdulillah 
. জীবনের সেরা একটা দিন ছিল ।   10 Minute School এর Best teacher award দুইটির মধ্যে দুইটি পেয়েছি আমি 
 thank you Munzereen Shahid Ayman Sadiq Vaiya আমার উপর ভরসা রাখার জন্য
 ।
+2
All reactions:
451
451
93 comments
1 share
Like
Comment
Share
View more comments
MD Deloar
Congratulations vaiya
Like
Reply
3d

Write a comment…"
"MD Deloar
Congratulations vaiya
Like
Reply
3d"
"Fairose Nawar
  ·
Performed Are Hi at 10 Minute School Workload Gaaner shondha season 2!
0:00 / 2:12
All reactions:
14K
14K
94 comments
103 shares
Like
Comment
Share

Write a comment…
Nazumur Rahman Antor
are hi, auto tune pabo kothay
Like
Reply
26w
Abdur Araf
Nazumur Rahman Antor chad
Like
Reply
24w
View more comments"
"Nazumur Rahman Antor
are hi, auto tune pabo kothay
Like
Reply
26w"
"Abdur Araf
Nazumur Rahman Antor chad
Like
Reply
24w"
